id,name,city,state,latitude,longitude,categories,sub_categories,tags,cost_per_day,rating,description,visit_duration_hours,best_time_to_visit,photos,website_url,google_maps_url,opening_hours,entry_fee,is_active,nearby_attractions,facilities
od_kon_005,Sun Temple,Konark,Odisha,19.88000000,86.09000000,{history},{},"{""konark"",""unesco"",""chariot""}",40,4.7,"Sun Temple is known for konark. Features include unesco, chariot.",2,year_round,{},,,,40,true,{},{}
od_bhu_010,Lingaraj Temple,Bhubaneswar,Odisha,20.23000000,85.83000000,{history},{},"{""kalinga architecture""}",0,4.6,Lingaraj Temple - Kalinga Architecture,2,year_round,{},,,,0,true,{},{}
od_bhu_011,Udayagiri Caves,Bhubaneswar,Odisha,20.26000000,85.78000000,{history},{},"{""jain rock cut""}",25,4.4,Udayagiri Caves - Jain Rock Cut,3,year_round,{},,,,25,true,{},{}
od_chi_015,Chilika Lake,Chidiya Tapu,Odisha,19.84000000,85.47000000,{nature},{},"{""lagoon"",""dolphins""}",0,4.5,Chilika Lake is known for lagoon. Features include dolphins.,3,year_round,{},,,,0,true,{},{}
as_kaz_001,Kaziranga NP,Kaziranga,Assam,26.57000000,93.17000000,"{nature,adventure}",{},"{""one-horned rhino"",""safari""}",100,4.7,Kaziranga NP is known for one-horned rhino. Features include safari.,5,year_round,{},,,,100,true,{},{}
as_guw_005,Kamakhya Temple,Guwahati,Assam,26.16000000,91.70000000,{religious},{},"{""tantric"",""shakti peeth""}",0,4.6,Kamakhya Temple is known for tantric. Features include shakti peeth.,2,year_round,{},,,,0,true,{},{}
as_maj_010,Majuli Island,Majuli,Assam,26.95000000,94.16000000,{history},{},"{""largest river is."",""satra""}",0,4.4,Majuli Island is known for largest river is.. Features include satra.,3,year_round,{},,,,0,true,{},{}
ml_che_015,Nohkalikai Falls,Cherrapunji,Meghalaya,25.27000000,91.70000000,{nature},{},"{""tallest plunge"",""cherrapunji""}",20,4.6,Nohkalikai Falls is known for tallest plunge. Features include cherrapunji.,3,year_round,{},,,,20,true,{},{}
ml_che_016,Living Root Bridge,Cherrapunji,Meghalaya,25.25000000,91.67000000,{nature},{},"{""bio-engineering"",""trek""}",20,4.8,Living Root Bridge is known for bio-engineering. Features include trek.,6,year_round,{},,,,20,true,{},{}
ml_daw_020,Umngot River,Dawki,Meghalaya,25.18000000,92.01000000,{nature},{},"{""dawki"",""crystal clear""}",0,4.5,Umngot River is known for dawki. Features include crystal clear.,3,year_round,{},,,,0,true,{},{}
ml_shi_025,Umiam Lake,Shillong,Meghalaya,25.66000000,91.93000000,{nature},{},"{""barapani"",""man-made""}",0,4.3,Umiam Lake is known for barapani. Features include man-made.,3,year_round,{},,,,0,true,{},{}
ar_taw_001,Tawang Monastery,Tawang,Arunachal Pradesh,27.58000000,91.86000000,{religious},{},"{""2nd largest in world""}",0,4.7,Tawang Monastery - 2nd Largest in World,3,year_round,{},,,,0,true,{},{}
ar_taw_002,Sela Pass,Tawang,Arunachal Pradesh,27.50000000,92.10000000,{nature},{},"{""high altitude"",""lake""}",0,4.6,Sela Pass is known for high altitude. Features include lake.,3,year_round,{},,,,0,true,{},{}
ar_zir_005,Ziro Valley,Ziro,Arunachal Pradesh,27.59000000,93.83000000,{history},{},"{""apatani tribe"",""music fest""}",0,4.5,Ziro Valley is known for apatani tribe. Features include music fest.,3,year_round,{},,,,0,true,{},{}
nl_koh_010,Kisama Heritage,Kohima,Nagaland,25.61000000,94.11000000,{history},{},"{""hornbill festival village""}",20,4.5,Kisama Heritage - Hornbill Festival Village,3,year_round,{},,,,20,true,{},{}
nl_dzu_011,Dzukou Valley,Dzukou,Nagaland,25.57000000,94.07000000,{nature},{},"{""trekking"",""lilies""}",100,4.7,Dzukou Valley is known for trekking. Features include lilies.,3,year_round,{},,,,100,true,{},{}
mn_lok_015,Loktak Lake,Loktak,Manipur,24.55000000,93.81000000,{nature},{},"{""floating phumdis"",""sangai""}",0,4.5,Loktak Lake is known for floating phumdis. Features include sangai.,3,year_round,{},,,,0,true,{},{}
mz_aiz_020,Reiek Peak,Aizawl,Mizoram,23.69000000,92.61000000,{nature},{},"{""mizo hills"",""viewpoint""}",0,4.4,Reiek Peak is known for mizo hills. Features include viewpoint.,3,year_round,{},,,,0,true,{},{}
tr_una_025,Unakoti,Unakoti,Tripura,24.31000000,92.06000000,{history},{},"{""rock carvings"",""shiva""}",0,4.6,Unakoti is known for rock carvings. Features include shiva.,3,year_round,{},,,,0,true,{},{}
sk_gan_030,Nathula Pass,Gangtok,Sikkim,27.38000000,88.83000000,{adventure},{},"{""china border"",""silk route""}",0,4.6,Nathula Pass is known for china border. Features include silk route.,6,year_round,{},,,,0,true,{},{}
sk_nor_035,Gurudongmar Lake,North Sikkim,Sikkim,28.02000000,88.71000000,{nature},{},"{""one of highest lakes""}",0,4.8,Gurudongmar Lake - One of highest lakes,3,year_round,{},,,,0,true,{},{}
an_hav_001,Radhanagar Beach,Havelock,Andaman and Nicobar,11.98000000,92.95000000,{nature},{},"{""havelock"",""asia's best""}",0,4.9,Radhanagar Beach is known for havelock. Features include asia's best.,3,year_round,{},,,,0,true,{},{}
an_hav_002,Elephant Beach,Havelock,Andaman and Nicobar,12.00000000,92.94000000,{adventure},{},"{""snorkeling"",""sea walk""}",0,4.5,Elephant Beach is known for snorkeling. Features include sea walk.,3,year_round,{},,,,0,true,{},{}
an_por_005,Cellular Jail,Port Blair,Andaman and Nicobar,11.67000000,92.74000000,{history},{},"{""history"",""light & sound""}",30,4.7,Cellular Jail is known for history. Features include light & sound.,3,year_round,{},,,,30,true,{},{}
an_nei_010,Natural Bridge,Neil Island,Andaman and Nicobar,11.83000000,93.04000000,{nature},{},"{""neil island"",""rock form""}",0,4.4,Natural Bridge is known for neil island. Features include rock form.,3,year_round,{},,,,0,true,{},{}
an_ros_015,Ross Island,Ross Island,Andaman and Nicobar,11.67000000,92.76000000,{history},{},"{""british ruins"",""bunkers""}",30,4.3,Ross Island is known for british ruins. Features include bunkers.,3,year_round,{},,,,30,true,{},{}
an_bar_020,Limestone Caves,Baratang,Andaman and Nicobar,12.09000000,92.76000000,{nature},{},"{""baratang"",""mangrove ride""}",0,4.2,Limestone Caves is known for baratang. Features include mangrove ride.,3,year_round,{},,,,0,true,{},{}
an_chi_025,Chidiya Tapu,Chidiya Tapu,Andaman and Nicobar,11.50000000,92.70000000,{nature},{},"{""bird watching"",""sunset""}",0,4.4,Chidiya Tapu is known for bird watching. Features include sunset.,3,year_round,{},,,,0,true,{},{}
ld_aga_030,Agatti Island,Agatti,Lakshadweep,10.85000000,72.19000000,{nature},{},"{""lakshadweep gateway""}",0,4.6,Agatti Island - Lakshadweep Gateway,3,year_round,{},,,,0,true,{},{}
ld_kav_035,Kavaratti,Kavaratti,Lakshadweep,10.56000000,72.64000000,{nature},{},"{""capital"",""glass bottom""}",0,4.5,Kavaratti is known for capital. Features include glass bottom.,3,year_round,{},,,,0,true,{},{}
jk_kat_040,Vaishno Devi Temple,Katra,Jammu and Kashmir,33.03000000,74.93000000,{religious},{},"{""katra"",""pilgrimage"",""cave""}",0,4.8,"Vaishno Devi Temple is known for katra. Features include pilgrimage, cave.",2,year_round,{},,,,0,true,{},{}
la_leh_025,Magnetic Hill,Leh,Ladakh,34.22000000,77.20000000,{nature},{},"{""optical illusion"",""roadside""}",0,4.3,Magnetic Hill is known for optical illusion. Features include roadside.,3,year_round,{},,,,0,true,{},{}
hp_kin_025,Kalpa,Kinnaur,Himachal Pradesh,31.52000000,78.41000000,{nature},{},"{""kinnaur"",""kinnaur kailash view""}",0,4.6,Kalpa is known for kinnaur. Features include kinnaur kailash view.,3,year_round,{},,,,0,true,{},{}
uk_cham_040,Dhanaulti,Chamoli,Uttarakhand,30.43000000,78.23000000,{nature},{},"{""eco park"",""quiet hill station""}",25,4.2,Dhanaulti is known for eco park. Features include quiet hill station.,3,year_round,{},,,,25,true,{},{}
dl_del_011,National Rail Museum,Delhi,Delhi,28.58000000,77.18000000,{cultural},{},"{""trains"",""exhibits"",""toy train""}",50,4.4,"National Rail Museum is known for trains. Features include exhibits, toy train.",2,year_round,{},,,,50,true,{},{}
up_agr_004,Itmad-ud-Daula's Tomb,Agartala,Uttar Pradesh,27.20000000,78.01000000,{history},{},"{""baby taj"""",""mughal"",""marble""}",30,4.3,"Itmad-ud-Daula's Tomb is known for baby taj"". Features include mughal, marble.",2,year_round,{},,,,30,true,{},{}
rj_bun_030,"Taragarh Fort, Bundi",Bundi,Rajasthan,25.44000000,75.64000000,{history},{},"{""hidden gem"",""murals"",""palace""}",50,4.4,"Taragarh Fort, Bundi is known for hidden gem. Features include murals, palace.",2,year_round,{},,,,50,true,{},{}
gj_ahm_012,Sidi Saiyyed Mosque,Ahmedabad,Gujarat,23.02000000,72.58000000,{history},{},"{""stone lattice work"",""jali""}",0,4.6,Sidi Saiyyed Mosque is known for stone lattice work. Features include jali.,3,year_round,{},,,,0,true,{},{}
mh_nas_035,Trimbakeshwar Temple,Nashik,Maharashtra,19.93000000,73.53000000,{religious},{},"{""nashik"",""jyotirlinga"",""godavari""}",0,4.7,"Trimbakeshwar Temple is known for nashik. Features include jyotirlinga, godavari.",2,year_round,{},,,,0,true,{},{}
ga_sou_014,Mangeshi Temple,South Goa,Goa,15.42000000,73.99000000,{religious},{},"{""ponda"",""hindu architecture""}",0,4.5,Mangeshi Temple is known for ponda. Features include hindu architecture.,2,year_round,{},,,,0,true,{},{}
mp_bho_022,Taj-ul-Masajid,Bhopal,Madhya Pradesh,23.28000000,77.40000000,{history},{},"{""pink mosque"",""largest in india""}",0,4.5,Taj-ul-Masajid is known for pink mosque. Features include largest in india.,3,year_round,{},,,,0,true,{},{}
ka_blr_017,Bangalore Palace,Bangalore,Karnataka,13.00000000,77.58000000,{history},{},"{""tudor architecture"",""grounds""}",230,4.3,Bangalore Palace is known for tudor architecture. Features include grounds.,2,year_round,{},,,,230,true,{},{}
tn_oot_017,Doddabetta Peak,Ooty,Tamil Nadu,11.41000000,76.75000000,{nature},{},"{""highest point in nilgiris"",""view""}",10,4.5,Doddabetta Peak is known for highest point in nilgiris. Features include view.,3,year_round,{},,,,10,true,{},{}
kl_way_036,Chembra Peak,Wayanad,Kerala,11.58000000,76.10000000,{adventure},{},"{""trekking"",""heart-shaped lake""}",750,4.6,Chembra Peak is known for trekking. Features include heart-shaped lake.,6,year_round,{},,,,750,true,{},{}
wb_dar_012,Darjeeling Himalayan Railway,Darjeeling,West Bengal,26.92000000,88.26000000,{history},{},"{""unesco"",""toy train"",""steam""}",1000,4.7,"Darjeeling Himalayan Railway is known for unesco. Features include toy train, steam.",3,year_round,{},,,,1000,true,{},{}
ka_chi_040,Belur Halebidu Temples,Chidiya Tapu,Karnataka,13.16000000,75.96000000,{history},{},"{""hoysala"",""sculpture"",""twin sites""}",0,4.5,"Belur Halebidu Temples is known for hoysala. Features include sculpture, twin sites.",2,year_round,{},,,,0,true,{},{}
tg_hyd_004,Salar Jung Museum,Hyderabad,Telangana,17.38000000,78.48000000,{cultural},{},"{""art"",""artifacts"",""clock collection""}",50,4.4,"Salar Jung Museum is known for art. Features include artifacts, clock collection.",2,year_round,{},,,,50,true,{},{}
ap_viz_012,Kailasagiri,Visakhapatnam,Andhra Pradesh,17.74000000,83.37000000,{nature},{},"{""hilltop park"",""shiva parvati"",""ropeway""}",60,4.3,"Kailasagiri is known for hilltop park. Features include shiva parvati, ropeway.",3,year_round,{},,,,60,true,{},{}
mh_aur_012,Bibi Ka Maqbara,Aurangabad,Maharashtra,19.90000000,75.30000000,{history},{},"{""deccan taj"","""" mughal"",""mausoleum""}",25,4.2,"Bibi Ka Maqbara is known for deccan taj,"" mughal. Features include mausoleum.",3,year_round,{},,,,25,true,{},{}
rj_jai_005,Nahargarh Fort,Jaintia Hills,Rajasthan,26.93000000,75.80000000,{history},{},"{""sunset view"",""jaipur skyline"",""walls""}",50,4.3,"Nahargarh Fort is known for sunset view. Features include jaipur skyline, walls.",2,year_round,{},,,,50,true,{},{}
up_luc_012,Ambedkar Memorial Park,Lucknow,Uttar Pradesh,26.85000000,80.97000000,{cultural},{},"{""modern architecture"",""statues""}",20,4.4,Ambedkar Memorial Park is known for modern architecture. Features include statues.,3,year_round,{},,,,20,true,{},{}
pb_ami_001,Golden Temple,Amritsar,Punjab,31.62000000,74.87000000,{religious},{},"{""harmandir sahib"",""amritsar"",""sikhism""}",0,4.9,"Golden Temple is known for harmandir sahib. Features include amritsar, sikhism.",2,year_round,{},,,,0,true,{},{}
hr_kur_001,Kurukshetra (Brahma Sarovar),Kurukshetra,Haryana,29.97000000,76.81000000,{religious},{},"{""holy tank"",""mahabharata site""}",0,4.3,Kurukshetra (Brahma Sarovar) is known for holy tank. Features include mahabharata site.,3,year_round,{},,,,0,true,{},{}
bi_bod_001,Mahabodhi Temple,Bodh Gaya,Bihar,24.69000000,85.00000000,{religious},{},"{""unesco"",""bodh gaya"",""enlightenment""}",0,4.8,"Mahabodhi Temple is known for unesco. Features include bodh gaya, enlightenment.",2,year_round,{},,,,0,true,{},{}
jh_ran_001,Hundru Falls,Ranchi,Jharkhand,23.47000000,85.50000000,{nature},{},"{""ranchi"",""subarnarekha river""}",10,4.4,Hundru Falls is known for ranchi. Features include subarnarekha river.,3,year_round,{},,,,10,true,{},{}
as_guw_006,Pobitora Wildlife Sanctuary,Guwahati,Assam,26.17000000,92.10000000,"{nature,adventure}",{},"{""rhino"",""high density"",""jeep safari""}",500,4.0,"Pobitora Wildlife Sanctuary is known for rhino. Features include high density, jeep safari.",5,year_round,{},,,,500,true,{},{}
tr_agr_001,Ujjayanta Palace,Agartala,Tripura,23.83000000,91.27000000,{history},{},"{""agartala"",""museum"",""neoclassical""}",20,4.4,"Ujjayanta Palace is known for agartala. Features include museum, neoclassical.",2,year_round,{},,,,20,true,{},{}
sk_gan_031,Tsomgo Lake,Gangtok,Sikkim,27.37000000,88.75000000,{nature},{},"{""changu lake"",""yak rides"",""high alt.""}",0,4.7,"Tsomgo Lake is known for changu lake. Features include yak rides, high alt..",3,year_round,{},,,,0,true,{},{}
uk_cha_045,Char Dham Yatra,Chamoli,Uttarakhand,30.74000000,79.27000000,{religious},{},"{""pilgrimage circuit"",""high altitude""}",0,4.9,Char Dham Yatra is known for pilgrimage circuit. Features include high altitude.,3,year_round,{},,,,0,true,{},{}
kl_kas_040,Bekal Fort,Kasaragod,Kerala,12.38000000,75.03000000,{history},{},"{""kasaragod"",""keyhole shape"",""coastal""}",25,4.5,"Bekal Fort is known for kasaragod. Features include keyhole shape, coastal.",2,year_round,{},,,,25,true,{},{}
hp_kin_030,Sangla Valley,Kinnaur,Himachal Pradesh,31.39000000,78.29000000,{nature},{},"{""baspa river"",""traditional villages"",""trekking""}",0,4.6,"Sangla Valley is known for baspa river. Features include traditional villages, trekking.",3,year_round,{},,,,0,true,{},{}
uk_teh_050,Tehri Dam,Tehri,Uttarakhand,30.38000000,78.47000000,{adventure},{},"{""india's highest dam"",""reservoir"",""water sports""}",0,4.4,"Tehri Dam is known for india's highest dam. Features include reservoir, water sports.",6,year_round,{},,,,0,true,{},{}
dl_del_012,Safdarjung Tomb,Delhi,Delhi,28.58000000,77.21000000,{history},{},"{""last garden tomb"",""mughal"",""sandstone""}",25,4.2,"Safdarjung Tomb is known for last garden tomb. Features include mughal, sandstone.",2,year_round,{},,,,25,true,{},{}
rj_pus_040,Pushkar Lake,Pushkar,Rajasthan,26.50000000,74.55000000,{religious},{},"{""holy bath"",""camel fair site"",""52 ghats""}",0,4.5,"Pushkar Lake is known for holy bath. Features include camel fair site, 52 ghats.",3,year_round,{},,,,0,true,{},{}
gj_pav_040,Champaner-Pavagadh,Pavagadh,Gujarat,22.48000000,73.54000000,{history},{},"{""unesco"",""hill fortress"",""ancient mosque""}",30,4.6,"Champaner-Pavagadh is known for unesco. Features include hill fortress, ancient mosque.",3,year_round,{},,,,30,true,{},{}
mh_pun_017,Aga Khan Palace,Pune,Maharashtra,18.55000000,73.89000000,{history},{},"{""gandhi imprisonment"",""history"",""italian arches""}",25,4.3,"Aga Khan Palace is known for gandhi imprisonment. Features include history, italian arches.",2,year_round,{},,,,25,true,{},{}
ka_udu_045,St. Mary's Island,Udupi,Karnataka,13.36000000,74.69000000,{nature},{},"{""malpe beach"",""columnar basaltic lava""}",50,4.5,St. Mary's Island is known for malpe beach. Features include columnar basaltic lava.,3,year_round,{},,,,50,true,{},{}
tn_mad_011,Thirumalai Nayak Palace,Madurai,Tamil Nadu,9.91000000,78.13000000,{history},{},"{""madurai"",""indo-saracenic"",""sound & light""}",10,4.4,"Thirumalai Nayak Palace is known for madurai. Features include indo-saracenic, sound & light.",2,year_round,{},,,,10,true,{},{}
kl_thr_045,Athirappilly Falls,Thrissur,Kerala,10.30000000,76.35000000,{nature},{},"{""niagara of india"","""" chalakudy river"",""film shooting""}",40,4.5,"Athirappilly Falls is known for niagara of india,"" chalakudy river. Features include film shooting.",3,year_round,{},,,,40,true,{},{}
tg_war_010,Warangal Fort,Warangal,Telangana,17.96000000,79.59000000,{history},{},"{""kakatiya dynasty"",""ruined city"",""gateways""}",20,4.2,"Warangal Fort is known for kakatiya dynasty. Features include ruined city, gateways.",2,year_round,{},,,,20,true,{},{}
od_puri_020,Konark Museum,Puri,Odisha,19.88000000,86.09000000,{history},{},"{""artifacts from sun temple"",""sculpture""}",10,4.1,Konark Museum is known for artifacts from sun temple. Features include sculpture.,2,year_round,{},,,,10,true,{},{}
as_joi_015,Shivsagar Sivadol,Jowai,Assam,27.05000000,94.63000000,{religious},{},"{""tallest shiva temple"",""ahom architecture""}",0,4.3,Shivsagar Sivadol is known for tallest shiva temple. Features include ahom architecture.,3,year_round,{},,,,0,true,{},{}
ml_jai_030,Jowai (Krang Suri Falls),Jaintia Hills,Meghalaya,25.32000000,92.20000000,{nature},{},"{""turquoise water"",""natural pool"",""trekking""}",50,4.6,"Jowai (Krang Suri Falls) is known for turquoise water. Features include natural pool, trekking.",3,year_round,{},,,,50,true,{},{}
mn_mor_020,Moreh Border Town,Moreh,Manipur,24.16000000,94.85000000,{cultural},{},"{""indo-myanmar border"",""trade"",""culture mix""}",0,4,"Moreh Border Town is known for indo-myanmar border. Features include trade, culture mix.",3,year_round,{},,,,0,true,{},{}
bi_pat_005,Nalanda Ruins,Patna,Bihar,25.13000000,85.44000000,{history},{},"{""unesco"",""ancient university"",""buddhist""}",40,4.7,"Nalanda Ruins is known for unesco. Features include ancient university, buddhist.",3,year_round,{},,,,40,true,{},{}
