id,name,city,state,latitude,longitude,categories,sub_categories,tags,cost_per_day,rating,description,visit_duration_hours,best_time_to_visit,is_active
jk_sri_001,Dal Lake,Srinagar,Jammu and Kashmir,34.11000000,74.87000000,"{nature}","{}","{houseboats,shikara}",0,4.5,"Dal Lake is known for houseboats. Features include shikara.",3,year_round,true
jk_sri_002,Shalimar Bagh,Srinagar,Jammu and Kashmir,34.15000000,74.87000000,"{history}","{}","{mughal garden}",24,4.4,"Shalimar Bagh - Mughal Garden",2,year_round,true
jk_sri_003,Nishat Bagh,Srinagar,Jammu and Kashmir,34.12000000,74.88000000,"{history}","{}","{terraced garden}",24,4.4,"Nishat Bagh - Terraced Garden",2,year_round,true
jk_sri_004,Shankaracharya Temple,Srinagar,Jammu and Kashmir,34.08000000,74.84000000,"{religious}","{}","{hilltop,ancient}",0,4.3,"Shankaracharya Temple is known for hilltop. Features include ancient.",2,year_round,true
JK-SRI-005,Hazratbal Shrine,Spiritual,4.6,Free,"34.12, 74.84","White Marble, Relic"
JK-SRI-006,Pari Mahal,Heritage,4.2,20,"34.09, 74.88","Observatory, Ruins"
JK-SRI-007,Tulip Garden,Nature,4.6,50,"34.09, 74.88","Seasonal (Apr), Asia's largest"
JK-GUL-010,Gulmarg Gondola,Adventure,4.8,740,"34.05, 74.38","Skiing, Apharwat Peak"
JK-PAH-015,Betaab Valley,Nature,4.5,100,"34.01, 75.32","Film tourism, River Lidder"
JK-SON-020,Thajiwas Glacier,Adventure,4.4,Free,"34.30, 75.29","Sledging, Trekking"
JK-BAN-030,Gurez Valley,Nature,4.8,Free,"34.63, 74.83","Kishanganga River, Habba Khatoon"
JK-KUP-031,Bangus Valley,Nature,4.7,Free,"34.36, 74.05","Biosphere, Meadows"
JK-BUD-032,Doodhpathri,Nature,4.4,Free,"33.87, 74.57","""Valley of Milk"""
JK-BUD-033,Yusmarg,Nature,4.3,Free,"33.83, 74.67","Doodhganga, Trekking"
JK-ANA-034,Daksum,Nature,4.5,Free,"33.61, 75.43","Trout Fishing, Forests"
JK-KIS-035,Sinthan Top,Adventure,4.6,Free,"33.56, 75.49","High Pass, Snow"
LA-LEH-001,Leh Palace,Heritage,4.2,15,"34.16, 77.58","17th Century, Royal"
LA-LEH-002,Shanti Stupa,Spiritual,4.5,Free,"34.17, 77.57","Sunset, Peace Pagoda"
LA-NUB-005,Diskit Monastery,Spiritual,4.6,30,"34.54, 77.55","Maitreya Buddha, Nubra"
LA-NUB-006,Hunder Sand Dunes,Nature,4.5,Free,"34.58, 77.47",Bactrian Camels
LA-NUB-007,Turtuk Village,Heritage,4.8,Free,"34.84, 76.83","Balti Culture, Border"
LA-CHA-010,Pangong Tso,Nature,4.8,Permit,"33.74, 78.53","Salt Lake, Color changing"
LA-CHA-011,Tso Moriri,Nature,4.7,Permit,"32.93, 78.32","Wetland Reserve, Ramsar"
LA-CHA-012,Hanle Monastery,Spiritual,4.6,Free,"32.77, 78.97",Dark Sky Reserve
LA-SHA-015,Alchi Monastery,Heritage,4.4,25,"34.22, 77.17","Oldest, Wood carving"
LA-CAR-020,Lamayuru,Nature,4.5,30,"34.28, 76.77","Moonland, Landscape"
HP-SHI-001,The Ridge,Heritage,4.5,Free,"31.10, 77.17","Colonial Hub, Church"
HP-SHI-002,Jakhu Temple,Spiritual,4.3,Free,"31.10, 77.18","Giant Hanuman, Monkeys"
HP-MAN-005,Solang Valley,Adventure,4.4,Var.,"32.31, 77.15","Paragliding, Skiing"
HP-MAN-006,Rohtang Pass,Nature,4.6,Permit,"32.37, 77.24","Snow Point, High Pass"
HP-MAN-007,Hadimba Temple,Heritage,4.5,Free,"32.24, 77.18","Wooden, Pagoda style"
HP-DHA-010,McLeodganj,Spiritual,4.6,Free,"32.24, 76.32","Dalai Lama, Tibetan"
HP-DHA-011,HPCA Stadium,Urban,4.5,20,"32.19, 76.32",Scenic Cricket Ground
HP-SPI-015,Key Monastery,Heritage,4.8,Free,"32.29, 78.01","Spiti Valley, Ancient"
HP-SPI-016,Chandratal Lake,Nature,4.7,Free,"32.48, 77.61","High Altitude, Trekking"
HP-DAL-020,Khajjiar,Nature,4.3,Free,"32.55, 76.06","""Mini Switzerland"""
UK-RIS-001,Laxman Jhula,Urban,4.4,Free,"30.13, 78.33",Suspension Bridge
UK-RIS-002,Triveni Ghat,Spiritual,4.6,Free,"30.10, 78.29",Ganga Aarti
UK-HAR-005,Har Ki Pauri,Spiritual,4.7,Free,"29.95, 78.17","Holy Dip, Kumbh Mela"
UK-NAI-010,Naini Lake,Nature,4.5,200,"29.39, 79.45","Boating, Eye-shaped"
UK-MUS-015,Kempty Falls,Nature,4.1,Free,"30.48, 78.03","Waterfall, Picnic"
UK-COR-020,Jim Corbett NP,Wildlife,4.5,4000+,"29.53, 78.77","Tiger Safari, First NP"
UK-AUL-025,Auli,Adventure,4.6,Free,"30.53, 79.56","Skiing, Nanda Devi View"
UK-VAL-030,Valley of Flowers,Nature,4.8,150,"30.72, 79.60","UNESCO, Trekking, Flora"
UK-KED-035,Kedarnath Temple,Spiritual,4.9,Free,"30.73, 79.06","Jyotirlinga, Trek req."
UK-BAD-036,Badrinath Temple,Spiritual,4.8,Free,"30.74, 79.49","Char Dham, Vishnu"
DL-DEL-001,Red Fort,Heritage,4.4,35,"28.65, 77.24","UNESCO, Mughal"
DL-DEL-002,Qutub Minar,Heritage,4.5,35,"28.52, 77.18","UNESCO, Minaret"
DL-DEL-003,Humayun’s Tomb,Heritage,4.5,30,"28.59, 77.25","UNESCO, Garden Tomb"
DL-DEL-004,India Gate,Heritage,4.6,Free,"28.61, 77.22",War Memorial
DL-DEL-005,Lotus Temple,Spiritual,4.4,Free,"28.55, 77.25","Bahá'í, Marble Flower"
DL-DEL-006,Akshardham,Spiritual,4.6,Free,"28.61, 77.27","Modern, Light Show"
DL-DEL-007,Chandni Chowk,Urban,4.2,Free,"28.65, 77.23","Market, Street Food"
DL-DEL-008,Waste to Wonder,Urban,4.1,50,"28.59, 77.25","Replicas, Eco-park"
DL-DEL-009,Lodhi Garden,Nature,4.6,Free,"28.59, 77.22","Tombs, Morning Walk"
DL-DEL-010,Hauz Khas Village,Urban,4.3,Free,"28.55, 77.19","Nightlife, Ruins, Lake"
UP-AGR-001,Taj Mahal,Heritage,4.8,50/1100,"27.17, 78.04","UNESCO, Closed Fri"
UP-AGR-002,Agra Fort,Heritage,4.5,35,"27.17, 78.02","UNESCO, Red Sandstone"
UP-AGR-003,Fatehpur Sikri,Heritage,4.4,35,"27.09, 77.66","Abandoned City, Mughal"
UP-VAR-005,Kashi Vishwanath,Spiritual,4.7,Free,"25.31, 83.01","Jyotirlinga, Ancient"
UP-VAR-006,Dashashwamedh,Spiritual,4.6,Free,"25.30, 83.00","Ganga Aarti, Ghats"
UP-VAR-007,Sarnath,Heritage,4.5,20,"25.38, 83.02","Buddhist Stupa, Deer Park"
UP-LUC-010,Bara Imambara,Heritage,4.4,50,"26.86, 80.91","Labyrinth, Bhul-bhulaiya"
UP-LUC-011,Rumi Darwaza,Heritage,4.3,Free,"26.86, 80.91","Gateway, Awadhi"
UP-MAT-015,Krishna Janmabhoomi,Spiritual,4.6,Free,"27.50, 77.67","Mathura, Birthplace"
UP-AYO-020,Ram Janmabhoomi,Spiritual,4.8,Free,"26.79, 82.19","Ayodhya, Ram Temple"
RJ-JAI-001,Amer Fort,Heritage,4.6,100,"26.98, 75.85","Hilltop, Elephant ride"
RJ-JAI-002,Hawa Mahal,Heritage,4.4,50,"26.92, 75.82",Palace of Winds
RJ-JAI-003,City Palace,Heritage,4.5,200,"26.92, 75.82","Royal Residence, Museum"
RJ-JAI-004,Jantar Mantar,Heritage,4.4,50,"26.92, 75.82","UNESCO, Astronomy"
RJ-UDA-010,City Palace,Heritage,4.6,300,"24.57, 73.68","Lakeside, Largest complex"
RJ-UDA-011,Lake Pichola,Nature,4.5,400,"24.57, 73.68","Boating, Jag Mandir"
RJ-JOD-015,Mehrangarh Fort,Heritage,4.7,100,"26.29, 73.01","Blue City View, Museum"
RJ-JSL-020,Jaisalmer Fort,Heritage,4.6,Free,"26.91, 70.91","Living Fort, UNESCO"
RJ-JSL-021,Sam Sand Dunes,Adventure,4.3,Free,"26.83, 70.50","Camel Safari, Camping"
RJ-RAN-025,Ranthambore NP,Wildlife,4.5,1500+,"26.01, 76.50","Tiger Reserve, Fort"
GJ-KEV-001,Statue of Unity,Heritage,4.6,150/380,"21.83, 73.71","Tallest Statue, Dam View"
GJ-KUT-005,Rann of Kutch,Nature,4.5,Permit,"23.83, 69.85",White Salt Desert
GJ-AHM-010,Sabarmati Ashram,Heritage,4.6,Free,"23.05, 72.58","Gandhi HQ, History"
GJ-AHM-011,Adalaj Stepwell,Heritage,4.5,Free,"23.16, 72.58","Architecture, Water"
GJ-JUN-015,Gir National Park,Wildlife,4.4,800+,"21.12, 70.82","Asiatic Lions, Safari"
GJ-SOM-020,Somnath Temple,Spiritual,4.7,Free,"20.88, 70.40","Jyotirlinga, Sea facing"
GJ-DWA-025,Dwarkadhish,Spiritual,4.7,Free,"22.23, 68.97","Char Dham, Krishna"
MH-MUM-001,Gateway of India,Heritage,4.5,Free,"18.92, 72.83","Colonial Arch, Ferry"
MH-MUM-002,Elephanta Caves,Heritage,4.4,40,"18.96, 72.93","UNESCO, Rock-cut Shiva"
MH-MUM-003,Marine Drive,Urban,4.6,Free,"18.94, 72.82","Promenade, Sunset"
MH-AUR-010,Ajanta Caves,Heritage,4.6,40,"20.55, 75.70","UNESCO, Buddhist Art"
MH-AUR-011,Ellora Caves,Heritage,4.7,40,"20.02, 75.17","UNESCO, Kailasa Temple"
MH-PUN-015,Shaniwar Wada,Heritage,4.1,25,"18.51, 73.85","Fort ruins, Peshwa"
MH-PUN-016,Sinhagad Fort,Adventure,4.4,20,"18.36, 73.75","Trekking, History"
MH-LON-020,Lonavala,Nature,4.2,Free,"18.75, 73.40","Hill Station, Chikki"
MH-SHI-025,Shirdi,Spiritual,4.6,Free,"19.76, 74.47","Sai Baba, Pilgrimage"
MH-MAH-030,Mahabaleshwar,Nature,4.4,Free,"17.92, 73.65","Strawberries, Viewpoints"
GA-NOR-001,Calangute Beach,Nature,4,Free,"15.54, 73.75","Commercial, Watersports"
GA-NOR-002,Baga Beach,Nature,4.1,Free,"15.55, 73.75","Nightlife, Shacks"
GA-NOR-003,Aguada Fort,Heritage,4.4,Free,"15.49, 73.77","Portuguese, Lighthouse"
GA-NOR-004,Anjuna Beach,Urban,4.2,Free,"15.57, 73.74","Flea Market, Rock Beach"
GA-SOU-010,Basilica Bom Jesus,Heritage,4.5,Free,"15.50, 73.91","UNESCO, St. Francis Body"
GA-SOU-011,Palolem Beach,Nature,4.6,Free,"15.01, 74.02","Silent Noise, Crescent"
GA-SOU-012,Dudhsagar Falls,Nature,4.6,400,"15.31, 74.31","4-tiered waterfall, Trek"
GA-SOU-013,Colva Beach,Nature,4.2,Free,"15.27, 73.91","White Sand, Family"
MP-KHA-001,Khajuraho Temples,Heritage,4.6,40,"24.83, 79.91","UNESCO, Erotic Art"
MP-SAN-005,Sanchi Stupa,Heritage,4.6,40,"23.48, 77.74","UNESCO, Buddhist"
MP-BHI-010,Bhimbetka Shelters,Heritage,4.4,25,"22.93, 77.61","UNESCO, Cave Painting"
MP-KAN-015,Kanha NP,Wildlife,4.7,1500+,"22.33, 80.61","Tiger, Barasingha"
MP-BAN-016,Bandhavgarh NP,Wildlife,4.6,1500+,"23.72, 81.02",High Tiger Density
MP-PEN-017,Pench NP,Wildlife,4.5,1500+,"21.76, 79.29",Jungle Book setting
MP-BHO-020,Upper Lake,Nature,4.2,Free,"23.25, 77.34","Bhojtal, Ramsar site"
MP-BHO-021,Van Vihar NP,Wildlife,4.3,20,"23.23, 77.36","Open Zoo, Urban Park"
MP-JAB-025,Bhedaghat,Nature,4.5,100,"23.13, 79.80","Marble Rocks, Boat ride"
MP-ORC-030,Orchha Fort,Heritage,4.5,10,"25.35, 78.64","Bundela, Ram Raja"
CG-JAG-001,Chitrakote Falls,Nature,4.6,Free,"19.20, 81.70","""Niagara of India"""
CG-JAG-002,Tirathgarh Falls,Nature,4.5,25,"18.91, 81.86",Kanger Valley NP
CG-RAI-005,Bhoramdeo Temple,Heritage,4.4,Free,"22.11, 81.14","""Khajuraho of CG"""
CG-MAI-010,Bamleshwari Temple,Spiritual,4.5,Free,"21.23, 80.76","Hilltop, Ropeway"
KA-HAM-001,Hampi Ruins,Heritage,4.8,40,"15.33, 76.46","UNESCO, Vijayanagara"
KA-MYS-005,Mysore Palace,Heritage,4.7,100,"12.30, 76.65","Indo-Saracenic, Lights"
KA-COO-010,Abbey Falls,Nature,4.2,15,"12.44, 75.71","Coorg, Coffee estate"
KA-COO-011,Dubare Elephant,Wildlife,4.4,100,"12.36, 75.90","Elephant Camp, Cauvery"
KA-BLR-015,Cubbon Park,Nature,4.4,Free,"12.97, 77.59","Urban Lung, Colonial"
KA-BLR-016,Lalbagh Garden,Nature,4.3,30,"12.95, 77.58","Glass House, Flora"
KA-GOK-020,Om Beach,Nature,4.5,Free,"14.51, 74.31","Gokarna, Shape of Om"
KA-SHI-025,Jog Falls,Nature,4.3,Free,"14.22, 74.79",2nd Highest Plunge
KA-AGU-030,Agumbe,Nature,4.5,Free,"13.50, 75.09","Rainforest, King Cobra"
KA-MUR-035,Murudeshwar,Spiritual,4.6,Free,"14.09, 74.48","Giant Shiva, Coastal"
TN-CHE-001,Marina Beach,Nature,4.2,Free,"13.05, 80.28",Longest Urban Beach
TN-CHE-002,Kapaleeshwarar,Spiritual,4.6,Free,"13.03, 80.26","Mylapore, Dravidian"
TN-MAH-005,Shore Temple,Heritage,4.5,40,"12.62, 80.19","Mahabalipuram, UNESCO"
TN-MAD-010,Meenakshi Amman,Spiritual,4.8,Free,"9.91, 78.11",Colorful Gopurams
TN-OOT-015,Ooty Lake,Nature,4,15,"11.40, 76.69","Boating, Hill Station"
TN-OOT-016,Botanical Garden,Nature,4.2,30,"11.41, 76.71","Flora, Flower Show"
TN-KAN-020,Kanyakumari,Nature,4.5,50 (Ferry),"8.07, 77.55","Land's End, Vivekananda"
TN-THA-025,Brihadeeswarar,Heritage,4.8,Free,"10.78, 79.13","Thanjavur, Chola, UNESCO"
TN-KOD-030,Kodaikanal Lake,Nature,4.4,Free,"10.23, 77.48","Star shaped, Boating"
TN-RAM-035,Ramanathaswamy,Spiritual,4.7,Free,"9.28, 79.31","Rameswaram, Jyotirlinga"
KL-KOC-001,Fort Kochi,Heritage,4.5,Free,"9.96, 76.22","Chinese Nets, Colonial"
KL-MUN-005,Tea Gardens,Nature,4.7,Free,"10.08, 77.05","Munnar, Photography"
KL-MUN-006,Eravikulam NP,Wildlife,4.3,200,"10.12, 77.06","Nilgiri Tahr, Rajamalai"
KL-ALL-010,Backwaters,Nature,4.6,5000+,"9.49, 76.33","Houseboats, Canals"
KL-TVM-015,Padmanabhaswamy,Spiritual,4.8,Free,"8.48, 76.94","Richest Temple, Strict"
KL-KOV-020,Kovalam Beach,Nature,4.3,Free,"8.40, 76.97","Lighthouse, Surfing"
KL-VAR-025,Varkala Cliff,Nature,4.6,Free,"8.73, 76.70","Cliffside beach, Cafes"
KL-GAV-030,Gavi,Nature,4.5,Permit,"9.43, 77.16","Ecotourism, Offbeat"
KL-VAG-031,Vagamon,Nature,4.4,Free,"9.68, 76.91","Pine Forest, Meadows"
KL-WAY-035,Edakkal Caves,Heritage,4.3,40,"11.62, 76.23",Neolithic Carvings
TG-HYD-001,Charminar,Heritage,4.4,25,"17.36, 78.47","Iconic, Old City"
TG-HYD-002,Golconda Fort,Heritage,4.5,25,"17.38, 78.40","Acoustics, Citadel"
TG-HYD-003,Ramoji Film City,Urban,4.3,1350,"17.25, 78.68",Largest Film Studio
AP-VIZ-010,RK Beach,Nature,4.2,Free,"17.71, 83.32",Submarine Museum
AP-VIZ-011,INS Kursura,Heritage,4.6,70,"17.71, 83.33",Submarine Tour
AP-ARA-015,Borra Caves,Nature,4.4,60,"18.28, 83.03","Stalactites, Limestone"
AP-ARA-016,Araku Valley,Nature,4.3,Free,"18.33, 82.86","Coffee, Tribal Museum"
AP-GAN-020,Gandikota,Nature,4.6,Free,"14.81, 78.28",Grand Canyon of India
AP-TIR-025,Tirumala Temple,Spiritual,4.9,Free,"13.68, 79.34","Venkateswara, Hilltop"
WB-KOL-001,Victoria Memorial,Heritage,4.6,30,"22.54, 88.34","British Raj, White Marble"
WB-KOL-002,Howrah Bridge,Heritage,4.5,Free,"22.58, 88.34",Cantilever Bridge
WB-KOL-003,Dakshineswar,Spiritual,4.7,Free,"22.65, 88.36","Kali Temple, Rani Rashmoni"
WB-DAR-010,Tiger Hill,Nature,4.6,Free,"27.00, 88.28","Sunrise, Kanchenjunga"
WB-DAR-011,Batasia Loop,Heritage,4.4,20,"27.01, 88.25","Toy Train, War Memorial"
WB-SUN-015,Sundarbans,Wildlife,4.3,Permit,"21.94, 88.89","UNESCO, Mangroves, Tiger"
WB-KAL-020,Kalimpong,Nature,4.2,Free,"27.06, 88.47","Monasteries, Orchids"
OD-PUR-001,Jagannath Temple,Spiritual,4.8,Free,"19.80, 85.81","Char Dham, Rath Yatra"
OD-KON-005,Sun Temple,Heritage,4.7,40,"19.88, 86.09","Konark, UNESCO, Chariot"
OD-BHU-010,Lingaraj Temple,Heritage,4.6,Free,"20.23, 85.83",Kalinga Architecture
OD-BHU-011,Udayagiri Caves,Heritage,4.4,25,"20.26, 85.78",Jain Rock Cut
OD-CHI-015,Chilika Lake,Nature,4.5,Free,"19.84, 85.47","Lagoon, Dolphins"
AS-KAZ-001,Kaziranga NP,Wildlife,4.7,100+,"26.57, 93.17","One-horned Rhino, Safari"
AS-GUW-005,Kamakhya Temple,Spiritual,4.6,Free,"26.16, 91.70","Tantric, Shakti Peeth"
AS-MAJ-010,Majuli Island,Heritage,4.4,Free,"26.95, 94.16","Largest River Is., Satra"
ML-CHE-015,Nohkalikai Falls,Nature,4.6,20,"25.27, 91.70","Tallest Plunge, Cherrapunji"
ML-CHE-016,Living Root Bridge,Nature,4.8,20,"25.25, 91.67","Bio-engineering, Trek"
ML-DAW-020,Umngot River,Nature,4.5,Free,"25.18, 92.01","Dawki, Crystal Clear"
ML-SHI-025,Umiam Lake,Nature,4.3,Free,"25.66, 91.93","Barapani, Man-made"
AR-TAW-001,Tawang Monastery,Spiritual,4.7,Free,"27.58, 91.86",2nd Largest in World
AR-TAW-002,Sela Pass,Nature,4.6,Free,"27.50, 92.10","High Altitude, Lake"
AR-ZIR-005,Ziro Valley,Heritage,4.5,Permit,"27.59, 93.83","Apatani Tribe, Music Fest"
NL-KOH-010,Kisama Heritage,Heritage,4.5,20,"25.61, 94.11",Hornbill Festival Village
NL-DZU-011,Dzukou Valley,Nature,4.7,100,"25.57, 94.07","Trekking, Lilies"
MN-LOK-015,Loktak Lake,Nature,4.5,Free,"24.55, 93.81","Floating Phumdis, Sangai"
MZ-AIZ-020,Reiek Peak,Nature,4.4,Free,"23.69, 92.61","Mizo Hills, Viewpoint"
TR-UNA-025,Unakoti,Heritage,4.6,Free,"24.31, 92.06","Rock Carvings, Shiva"
SK-GAN-030,Nathula Pass,Adventure,4.6,Permit,"27.38, 88.83","China Border, Silk Route"
SK-NOR-035,Gurudongmar Lake,Nature,4.8,Permit,"28.02, 88.71",One of highest lakes
AN-HAV-001,Radhanagar Beach,Nature,4.9,Free,"11.98, 92.95","Havelock, Asia's Best"
AN-HAV-002,Elephant Beach,Adventure,4.5,Free,"12.00, 92.94","Snorkeling, Sea Walk"
AN-POR-005,Cellular Jail,Heritage,4.7,30,"11.67, 92.74","History, Light & Sound"
AN-NEI-010,Natural Bridge,Nature,4.4,Free,"11.83, 93.04","Neil Island, Rock Form"
AN-ROS-015,Ross Island,Heritage,4.3,30,"11.67, 92.76","British Ruins, Bunkers"
AN-BAR-020,Limestone Caves,Nature,4.2,Free,"12.09, 92.76","Baratang, Mangrove ride"
AN-CHI-025,Chidiya Tapu,Nature,4.4,Free,"11.50, 92.70","Bird watching, Sunset"
LD-AGA-030,Agatti Island,Nature,4.6,Permit,"10.85, 72.19",Lakshadweep Gateway
LD-KAV-035,Kavaratti,Nature,4.5,Permit,"10.56, 72.64","Capital, Glass bottom"
JK-KAT-040,Vaishno Devi Temple,Spiritual,4.8,Free,"33.03, 74.93","Katra, Pilgrimage, Cave"
LA-LEH-025,Magnetic Hill,Nature,4.3,Free,"34.22, 77.20","Optical Illusion, Roadside"
HP-KIN-025,Kalpa,Nature,4.6,Free,"31.52, 78.41","Kinnaur, Kinnaur Kailash View"
UK-CHAM-040,Dhanaulti,Nature,4.2,25,"30.43, 78.23","Eco Park, Quiet Hill Station"
DL-DEL-011,National Rail Museum,Urban,4.4,50,"28.58, 77.18","Trains, Exhibits, Toy Train"
UP-AGR-004,Itmad-ud-Daula's Tomb,Heritage,4.3,30,"27.20, 78.01","""Baby Taj"", Mughal, Marble"
RJ-BUN-030,"Taragarh Fort, Bundi",Heritage,4.4,50,"25.44, 75.64","Hidden Gem, Murals, Palace"
GJ-AHM-012,Sidi Saiyyed Mosque,Heritage,4.6,Free,"23.02, 72.58","Stone Lattice Work, Jali"
MH-NAS-035,Trimbakeshwar Temple,Spiritual,4.7,Free,"19.93, 73.53","Nashik, Jyotirlinga, Godavari"
GA-SOU-014,Mangeshi Temple,Spiritual,4.5,Free,"15.42, 73.99","Ponda, Hindu Architecture"
MP-BHO-022,Taj-ul-Masajid,Heritage,4.5,Free,"23.28, 77.40","Pink Mosque, Largest in India"
KA-BLR-017,Bangalore Palace,Heritage,4.3,230,"13.00, 77.58","Tudor Architecture, Grounds"
TN-OOT-017,Doddabetta Peak,Nature,4.5,10,"11.41, 76.75","Highest Point in Nilgiris, View"
KL-WAY-036,Chembra Peak,Adventure,4.6,750,"11.58, 76.10","Trekking, Heart-Shaped Lake"
WB-DAR-012,Darjeeling Himalayan Railway,Heritage,4.7,1000,"26.92, 88.26","UNESCO, Toy Train, Steam"
KA-CHI-040,Belur Halebidu Temples,Heritage,4.5,Free,"13.16, 75.96","Hoysala, Sculpture, Twin Sites"
TG-HYD-004,Salar Jung Museum,Urban,4.4,50,"17.38, 78.48","Art, Artifacts, Clock Collection"
AP-VIZ-012,Kailasagiri,Nature,4.3,60,"17.74, 83.37","Hilltop Park, Shiva Parvati, Ropeway"
MH-AUR-012,Bibi Ka Maqbara,Heritage,4.2,25,"19.90, 75.30","""Deccan Taj,"" Mughal, Mausoleum"
RJ-JAI-005,Nahargarh Fort,Heritage,4.3,50,"26.93, 75.80","Sunset View, Jaipur Skyline, Walls"
UP-LUC-012,Ambedkar Memorial Park,Urban,4.4,20,"26.85, 80.97","Modern Architecture, Statues"
PB-AMI-001,Golden Temple,Spiritual,4.9,Free,"31.62, 74.87","Harmandir Sahib, Amritsar, Sikhism"
HR-KUR-001,Kurukshetra (Brahma Sarovar),Spiritual,4.3,Free,"29.97, 76.81","Holy Tank, Mahabharata Site"
BI-BOD-001,Mahabodhi Temple,Spiritual,4.8,Free,"24.69, 85.00","UNESCO, Bodh Gaya, Enlightenment"
JH-RAN-001,Hundru Falls,Nature,4.4,10,"23.47, 85.50","Ranchi, Subarnarekha River"
AS-GUW-006,Pobitora Wildlife Sanctuary,Wildlife,,500,"26.17, 92.10","Rhino, High Density, Jeep Safari"
TR-AGR-001,Ujjayanta Palace,Heritage,4.4,20,"23.83, 91.27","Agartala, Museum, Neoclassical"
SK-GAN-031,Tsomgo Lake,Nature,4.7,Permit,"27.37, 88.75","Changu Lake, Yak Rides, High Alt."
UK-CHA-045,Char Dham Yatra,Spiritual,4.9,Free,"30.74, 79.27","Pilgrimage Circuit, High Altitude"
KL-KAS-040,Bekal Fort,Heritage,4.5,25,"12.38, 75.03","Kasaragod, Keyhole Shape, Coastal"
HP-KIN-030,Sangla Valley,Nature,4.6,Free,"31.39, 78.29","Baspa River, Traditional Villages, Trekking"
UK-TEH-050,Tehri Dam,Adventure,4.4,Free,"30.38, 78.47","India's Highest Dam, Reservoir, Water Sports"
DL-DEL-012,Safdarjung Tomb,Heritage,4.2,25,"28.58, 77.21","Last Garden Tomb, Mughal, Sandstone"
RJ-PUS-040,Pushkar Lake,Spiritual,4.5,Free,"26.50, 74.55","Holy Bath, Camel Fair Site, 52 Ghats"
GJ-PAV-040,Champaner-Pavagadh,Heritage,4.6,30,"22.48, 73.54","UNESCO, Hill Fortress, Ancient Mosque"
MH-PUN-017,Aga Khan Palace,Heritage,4.3,25,"18.55, 73.89","Gandhi Imprisonment, History, Italian Arches"
KA-UDU-045,St. Mary's Island,Nature,4.5,50,"13.36, 74.69","Malpe Beach, Columnar Basaltic Lava"
TN-MAD-011,Thirumalai Nayak Palace,Heritage,4.4,10,"9.91, 78.13","Madurai, Indo-Saracenic, Sound & Light"
KL-THR-045,Athirappilly Falls,Nature,4.5,40,"10.30, 76.35","""Niagara of India,"" Chalakudy River, Film Shooting"
TG-WAR-010,Warangal Fort,Heritage,4.2,20,"17.96, 79.59","Kakatiya Dynasty, Ruined City, Gateways"
OD-PURI-020,Konark Museum,Heritage,4.1,10,"19.88, 86.09","Artifacts from Sun Temple, Sculpture"
AS-JOI-015,Shivsagar Sivadol,Spiritual,4.3,Free,"27.05, 94.63","Tallest Shiva Temple, Ahom Architecture"
ML-JAI-030,Jowai (Krang Suri Falls),Nature,4.6,50,"25.32, 92.20","Turquoise Water, Natural Pool, Trekking"
MN-MOR-020,Moreh Border Town,Urban,4,Free,"24.16, 94.85","Indo-Myanmar Border, Trade, Culture Mix"
BI-PAT-005,Nalanda Ruins,Heritage,4.7,40,"25.13, 85.44","UNESCO, Ancient University, Buddhist"